Pfam	Header
PF00042	P07406|reviewed|Hemoglobin subunit beta|taxID:9160
PF00042	P07407|reviewed|Hemoglobin subunit alpha-A|taxID:9160
PF00042	P07408|reviewed|Hemoglobin subunit alpha|taxID:7797
PF00042	P07409|reviewed|Hemoglobin subunit beta|taxID:7797
PF00042	P07410|reviewed|Hemoglobin subunit beta-S/F|taxID:99861
PF00042	P07411|reviewed|Hemoglobin subunit beta|taxID:8924
PF00042	P07412|reviewed|Hemoglobin subunit beta-A/B|taxID:9685
PF00042	P07413|reviewed|Hemoglobin subunit alpha-D|taxID:9160
PF00042	P07414|reviewed|Hemoglobin subunit alpha|taxID:9777
PF00042	P07415|reviewed|Hemoglobin subunit beta|taxID:9777
PF00042	P07417|reviewed|Hemoglobin subunit alpha-A|taxID:8959
PF00042	P07419|reviewed|Hemoglobin subunit alpha|taxID:9279
PF00042	P07420|reviewed|Hemoglobin subunit beta|taxID:9279
PF00042	P07421|reviewed|Hemoglobin subunit alpha|taxID:9516
PF00042	P07425|reviewed|Hemoglobin subunit alpha|taxID:9843
PF00042	P07428|reviewed|Hemoglobin subunit alpha|taxID:8364
PF00042	P07429|reviewed|Hemoglobin subunit beta-1|taxID:8364
PF00042	P07430|reviewed|Hemoglobin subunit alpha-1|taxID:8354
PF00042	P07431|reviewed|Hemoglobin subunit alpha-2|taxID:8354
PF00042	P07432|reviewed|Hemoglobin subunit beta-1|taxID:8354
PF00042	P07433|reviewed|Hemoglobin subunit beta-2|taxID:8354
PF00042	P07803|reviewed|Anaerobic nitrite reductase GLB1|taxID:3480
PF00042	P08054|reviewed|Anaerobic nitrite reductase HBI|taxID:3522
PF00042	P08223|reviewed|Hemoglobin subunit epsilon|taxID:40322
PF00042	P08224|reviewed|Hemoglobin subunit gamma|taxID:9460
PF00042	P08225|reviewed|Hemoglobin subunit gamma|taxID:40322
PF00042	P08256|reviewed|Hemoglobin subunit alpha-A/A'|taxID:8967
PF00042	P08257|reviewed|Hemoglobin subunit alpha-D/D'|taxID:8967
PF00042	P08258|reviewed|Hemoglobin subunit alpha-1/2|taxID:9561
PF00042	P08259|reviewed|Hemoglobin subunit beta|taxID:9561
PF00042	P08260|reviewed|Hemoglobin subunit alpha-A|taxID:1192867
PF00042	P08261|reviewed|Hemoglobin subunit beta/beta'|taxID:1192867
PF00042	P08422|reviewed|Hemoglobin subunit alpha-3|taxID:8364
PF00042	P08423|reviewed|Hemoglobin subunit beta-2|taxID:8364
PF00042	P08535|reviewed|Hemoglobin subunit beta|taxID:9983
PF00042	P08849|reviewed|Hemoglobin subunit alpha-D|taxID:8957
PF00042	P08850|reviewed|Hemoglobin subunit alpha-A|taxID:8957
PF00042	P08851|reviewed|Hemoglobin subunit beta|taxID:8957
PF00042	P08852|reviewed|Hemoglobin subunit alpha|taxID:9994
PF00042	P08853|reviewed|Hemoglobin subunit beta|taxID:9994
PF00042	P08924|reviewed|Extracellular globin-1|taxID:6398
PF00042	P09105|reviewed|Hemoglobin subunit theta-1|taxID:9606
PF00042	P09106|reviewed|Hemoglobin subunit theta-1|taxID:9555
PF00042	P09187|reviewed|Leghemoglobin-1|taxID:3879
PF00042	P09420|reviewed|Hemoglobin subunit alpha|taxID:9997
PF00042	P09421|reviewed|Hemoglobin subunit beta|taxID:9997
PF00042	P09422|reviewed|Hemoglobin subunit beta|taxID:9902
PF00042	P09423|reviewed|Hemoglobin subunit alpha-I/II|taxID:9902
PF00042	P09839|reviewed|Hemoglobin subunit alpha|taxID:9419
PF00042	P09840|reviewed|Hemoglobin subunit beta|taxID:9419
PF00042	P09904|reviewed|Hemoglobin subunit alpha|taxID:9755
PF00042	P09905|reviewed|Hemoglobin subunit beta-1/2|taxID:9755
PF00042	P09906|reviewed|Hemoglobin subunit alpha|taxID:9809
PF00042	P09907|reviewed|Hemoglobin subunit beta|taxID:9809
PF00042	P09908|reviewed|Hemoglobin subunit alpha|taxID:9720
PF00042	P09909|reviewed|Hemoglobin subunit beta|taxID:9720
PF00042	P09965|reviewed|Globin|taxID:6511
PF00042	P09966|reviewed|Extracellular globin-2A|taxID:3228785
PF00042	P09967|reviewed|Globin-1|taxID:7757
PF00042	P09968|reviewed|Globin-3|taxID:7757
PF00042	P0C0U6|reviewed|Hemoglobin subunit alpha-A|taxID:358746
PF00042	P0C0U7|reviewed|Hemoglobin subunit alpha-D|taxID:358746
PF00042	P0C0U8|reviewed|Hemoglobin subunit beta-1|taxID:358746
PF00042	P0C227|reviewed|Globin|taxID:52928
PF00042	P0C237|reviewed|Hemoglobin subunit alpha|taxID:136232
PF00042	P0C238|reviewed|Hemoglobin subunit alpha|taxID:36210
PF00042	P0C239|reviewed|Hemoglobin subunit beta|taxID:136232
PF00042	P0C240|reviewed|Hemoglobin subunit beta|taxID:36210
PF00042	P0CH25|reviewed|Hemoglobin subunit alpha-1|taxID:9925
PF00042	P0CH26|reviewed|Hemoglobin subunit alpha-2|taxID:9925
PF00042	P10057|reviewed|Hemoglobin subunit alpha|taxID:79626
PF00042	P10058|reviewed|Hemoglobin subunit beta|taxID:79626
PF00042	P10059|reviewed|Hemoglobin subunit alpha-A|taxID:8508
PF00042	P10060|reviewed|Hemoglobin subunit beta-1|taxID:8508
PF00042	P10061|reviewed|Hemoglobin subunit beta-2|taxID:8508
PF00042	P10062|reviewed|Hemoglobin subunit alpha-D|taxID:8508
PF00042	P10777|reviewed|Hemoglobin subunit alpha-1|taxID:202063
PF00042	P10778|reviewed|Hemoglobin subunit alpha|taxID:9708
PF00042	P10780|reviewed|Hemoglobin subunit alpha-A|taxID:9209
PF00042	P10781|reviewed|Hemoglobin subunit alpha-D|taxID:9209
PF00042	P10782|reviewed|Hemoglobin subunit beta|taxID:9209
PF00042	P10783|reviewed|Hemoglobin subunit alpha-1|taxID:8323
PF00042	P10784|reviewed|Hemoglobin subunit alpha-2|taxID:8323
PF00042	P10785|reviewed|Hemoglobin subunit beta-1|taxID:8323
PF00042	P10786|reviewed|Hemoglobin subunit beta-2|taxID:8323
PF00042	P10816|reviewed|Leghemoglobin 3|taxID:3895
PF00042	P10883|reviewed|Hemoglobin subunit alpha|taxID:9695
PF00042	P10885|reviewed|Hemoglobin subunit alpha|taxID:9672
PF00042	P10892|reviewed|Hemoglobin subunit alpha|taxID:9657
PF00042	P10893|reviewed|Hemoglobin subunit beta|taxID:9657
PF00042	P11025|reviewed|Hemoglobin subunit epsilon-M|taxID:9267
PF00042	P11069|reviewed|Extracellular globin-3|taxID:6398
PF00042	P11251|reviewed|Hemoglobin subunit alpha|taxID:8030
PF00042	P11342|reviewed|Hemoglobin subunit beta|taxID:8932
PF00042	P11343|reviewed|Myoglobin|taxID:9657
PF00042	P11517|reviewed|Hemoglobin subunit beta-2|taxID:10116
PF00042	P11582|reviewed|Globin CTT-E/E'|taxID:7155
PF00042	P11740|reviewed|Extracellular globin-1|taxID:506672
PF00042	P11748|reviewed|Hemoglobin subunit alpha|taxID:8237
PF00042	P11749|reviewed|Hemoglobin subunit beta|taxID:8237
PF00042	P11750|reviewed|Hemoglobin subunit alpha|taxID:9999
PF00042	P11751|reviewed|Hemoglobin subunit alpha|taxID:3371112
PF00042	P11752|reviewed|Hemoglobin subunit beta|taxID:3371112
PF00042	P11753|reviewed|Hemoglobin subunit alpha|taxID:9400
PF00042	P11754|reviewed|Hemoglobin subunit beta|taxID:9400
PF00042	P11755|reviewed|Hemoglobin subunit alpha-1|taxID:9438
PF00042	P11756|reviewed|Hemoglobin subunit beta|taxID:9438
PF00042	P11757|reviewed|Hemoglobin subunit alpha|taxID:9435
PF00042	P11758|reviewed|Hemoglobin subunit beta|taxID:9435
PF00042	P11896|reviewed|Hemoglobin larval subunit alpha|taxID:8319
PF00042	P12548|reviewed|Globin CTT-VIIB-3|taxID:7155
PF00042	P12549|reviewed|Globin CTT-VIIB-6|taxID:7155
PF00042	P12550|reviewed|Globin CTT-VIIB-7|taxID:7155
PF00042	P13273|reviewed|Hemoglobin subunit alpha-A|taxID:8478
PF00042	P13274|reviewed|Hemoglobin subunit beta|taxID:8478
PF00042	P13557|reviewed|Hemoglobin subunit beta|taxID:1868482
PF00042	P13558|reviewed|Hemoglobin subunit delta|taxID:1868482
PF00042	P13578|reviewed|Extracellular globin-2B|taxID:3228785
PF00042	P13579|reviewed|Extracellular globin-4|taxID:6398
PF00042	P13786|reviewed|Hemoglobin subunit zeta|taxID:9925
PF00042	P13787|reviewed|Hemoglobin subunit zeta|taxID:9796
PF00042	P14259|reviewed|Hemoglobin subunit alpha-A|taxID:9463
PF00042	P14260|reviewed|Hemoglobin subunit beta|taxID:8855
PF00042	P14261|reviewed|Hemoglobin subunit epsilon|taxID:8855
PF00042	P14387|reviewed|Hemoglobin subunit alpha|taxID:9440
PF00042	P14388|reviewed|Hemoglobin subunit beta|taxID:9440
PF00042	P14389|reviewed|Hemoglobin subunit alpha|taxID:9402
PF00042	P14390|reviewed|Hemoglobin subunit alpha|taxID:9403
PF00042	P14391|reviewed|Hemoglobin subunit beta|taxID:9402
PF00042	P14392|reviewed|Hemoglobin subunit beta|taxID:9403
PF00042	P14393|reviewed|Globin|taxID:6506
PF00042	P14394|reviewed|Globin-2B|taxID:6556
PF00042	P14395|reviewed|Globin-1 subunit alpha|taxID:6556
PF00042	P14396|reviewed|Myoglobin|taxID:10185
PF00042	P14397|reviewed|Myoglobin|taxID:86063
PF00042	P14398|reviewed|Myoglobin|taxID:376633
PF00042	P14399|reviewed|Myoglobin|taxID:7813
PF00042	P14520|reviewed|Hemoglobin subunit alpha|taxID:8005
PF00042	P14521|reviewed|Hemoglobin subunit beta|taxID:8005
PF00042	P14522|reviewed|Hemoglobin subunit alpha-A|taxID:9187
PF00042	P14523|reviewed|Hemoglobin subunit alpha-D|taxID:9187
PF00042	P14524|reviewed|Hemoglobin subunit beta|taxID:9187
PF00042	P14525|reviewed|Hemoglobin subunit alpha|taxID:9354
PF00042	P14526|reviewed|Hemoglobin subunit beta|taxID:9354
PF00042	P14527|reviewed|Hemoglobin subunit alpha-4|taxID:8022
PF00042	P14528|reviewed|Globin-2|taxID:1298647
PF00042	P14805|reviewed|Globin-1|taxID:1298647
PF00042	P14821|reviewed|Globin-2 A chain|taxID:2784303
PF00042	P14822|reviewed|Globin-2 B chain|taxID:2784303
PF00042	P14848|reviewed|Leghemoglobin 2|taxID:3895
PF00042	P14962|reviewed|Leghemoglobin-3|taxID:3879
PF00042	P15161|reviewed|Globin-1|taxID:7700
PF00042	P15162|reviewed|Hemoglobin subunit alpha-A|taxID:8895
PF00042	P15163|reviewed|Hemoglobin subunit alpha-1/2|taxID:9713
PF00042	P15164|reviewed|Hemoglobin subunit alpha-D|taxID:8895
PF00042	P15165|reviewed|Hemoglobin subunit beta|taxID:8895
PF00042	P15166|reviewed|Hemoglobin subunit beta|taxID:9713
PF00042	P15447|reviewed|Globin, monomeric component M-IV|taxID:6350
PF00042	P15448|reviewed|Hemoglobin subunit alpha|taxID:9664
PF00042	P15449|reviewed|Hemoglobin subunit beta|taxID:9664
PF00042	P15469|reviewed|Giant hemoglobin AIII chain|taxID:6424
PF00042	P16309|reviewed|Hemoglobin subunit beta|taxID:202063
PF00042	P16417|reviewed|Hemoglobin subunit alpha-D|taxID:8582
PF00042	P16418|reviewed|Hemoglobin subunit beta|taxID:8582
PF00042	P17689|reviewed|Hemoglobin subunit alpha|taxID:9659
PF00042	P18202|reviewed|Globin, extracellular monomeric|taxID:6386
PF00042	P18435|reviewed|Hemoglobin subunit epsilon|taxID:1868482
PF00042	P18436|reviewed|Hemoglobin subunit gamma|taxID:1868482
PF00042	P18707|reviewed|Hemoglobin subunit beta|taxID:10037
PF00042	P18966|reviewed|Globin CTT-VIIB-8|taxID:7156
PF00042	P18968|reviewed|Globin CTT-Y|taxID:7156
PF00042	P18969|reviewed|Hemoglobin subunit alpha|taxID:9649
PF00042	P18970|reviewed|Hemoglobin subunit alpha|taxID:9646
PF00042	P18971|reviewed|Hemoglobin subunit alpha|taxID:9767
PF00042	P18972|reviewed|Hemoglobin subunit alpha|taxID:9482
PF00042	P18973|reviewed|Hemoglobin subunit alpha|taxID:9678
PF00042	P18974|reviewed|Hemoglobin subunit alpha-1|taxID:8517
PF00042	P18975|reviewed|Hemoglobin subunit alpha|taxID:9689
PF00042	P18976|reviewed|Hemoglobin subunit alpha|taxID:9693
PF00042	P18977|reviewed|Hemoglobin subunit alpha|taxID:9654
PF00042	P18978|reviewed|Hemoglobin subunit alpha|taxID:9739
PF00042	P18979|reviewed|Hemoglobin subunit alpha-1|taxID:40250
PF00042	P18980|reviewed|Hemoglobin subunit alpha-2|taxID:40250
PF00042	P18981|reviewed|Hemoglobin subunit alpha-2|taxID:8558
PF00042	P18982|reviewed|Hemoglobin subunit beta|taxID:9649
PF00042	P18983|reviewed|Hemoglobin subunit beta|taxID:9646
PF00042	P18984|reviewed|Hemoglobin subunit beta|taxID:9767
PF00042	P18985|reviewed|Hemoglobin subunit beta|taxID:9482
PF00042	P18986|reviewed|Hemoglobin subunit beta|taxID:9678
PF00042	P18987|reviewed|Hemoglobin subunit beta-1|taxID:8517
PF00042	P18988|reviewed|Hemoglobin subunit beta-2|taxID:9689
PF00042	P18989|reviewed|Hemoglobin subunit beta|taxID:9654
PF00042	P18990|reviewed|Hemoglobin subunit beta|taxID:9739
PF00042	P18991|reviewed|Hemoglobin subunit beta-1|taxID:40250
PF00042	P18993|reviewed|Hemoglobin subunit beta-1|taxID:8558
PF00042	P18994|reviewed|Hemoglobin subunit epsilon|taxID:9600
PF00042	P18995|reviewed|Hemoglobin subunit gamma-1|taxID:9600
PF00042	P18996|reviewed|Hemoglobin subunit gamma-2|taxID:9600
PF00042	P19002|reviewed|Hemoglobin subunit alpha-1/2/3|taxID:9545
PF00042	P19014|reviewed|Hemoglobin subunit alpha|taxID:10085
PF00042	P19015|reviewed|Hemoglobin subunit alpha|taxID:9833
PF00042	P19016|reviewed|Hemoglobin subunit beta|taxID:9833
PF00042	P19363|reviewed|Extracellular globin-E1|taxID:6662
PF00042	P19364|reviewed|Extracellular globin-E7|taxID:6662
PF00042	P19645|reviewed|Hemoglobin subunit alpha|taxID:9675
PF00042	P19646|reviewed|Hemoglobin subunit beta|taxID:9675
PF00042	P19759|reviewed|Hemoglobin subunit epsilon|taxID:9463
PF00042	P19760|reviewed|Hemoglobin subunit gamma|taxID:9463
PF00042	P19789|reviewed|Hemoglobin subunit alpha-A|taxID:8945
PF00042	P19831|reviewed|Hemoglobin subunit alpha|taxID:9228
PF00042	P19832|reviewed|Hemoglobin subunit alpha-A|taxID:8975
PF00042	P19885|reviewed|Hemoglobin subunit beta|taxID:9572
PF00042	P19886|reviewed|Hemoglobin subunit delta|taxID:9572
PF00042	P20018|reviewed|Hemoglobin subunit alpha-1|taxID:9455
PF00042	P20019|reviewed|Hemoglobin subunit alpha-2|taxID:9455
PF00042	P20243|reviewed|Hemoglobin subunit alpha-1/2|taxID:9669
PF00042	P20244|reviewed|Hemoglobin subunit alpha-1|taxID:7788
PF00042	P20245|reviewed|Hemoglobin subunit alpha-2|taxID:7788
PF00042	P20246|reviewed|Hemoglobin subunit beta-1|taxID:7788
PF00042	P20247|reviewed|Hemoglobin subunit beta-2|taxID:7788
PF00042	P20854|reviewed|Hemoglobin subunit alpha|taxID:10166
PF00042	P20855|reviewed|Hemoglobin subunit beta|taxID:10166
PF00042	P20856|reviewed|Myoglobin|taxID:10166
PF00042	P21197|reviewed|Globin-1|taxID:7755
PF00042	P21198|reviewed|Globin-2|taxID:7755
PF00042	P21199|reviewed|Globin-3|taxID:7755
PF00042	P21200|reviewed|Hemoglobin subunit alpha|taxID:9627
PF00042	P21201|reviewed|Hemoglobin subunit beta|taxID:9627
PF00042	P21379|reviewed|Hemoglobin subunit alpha|taxID:9870
PF00042	P21380|reviewed|Hemoglobin subunit beta|taxID:9870
PF00042	P21659|reviewed|Globin, polymeric component P2|taxID:6350
PF00042	P21660|reviewed|Globin, polymeric component P3|taxID:6350
PF00042	P21667|reviewed|Hemoglobin subunit beta|taxID:9455
PF00042	P21668|reviewed|Hemoglobin subunit beta|taxID:9228
PF00042	P21766|reviewed|Hemoglobin subunit alpha-1/2/3|taxID:9551
PF00042	P21767|reviewed|Hemoglobin subunit alpha-A/Q/R/T|taxID:9541
PF00042	P21768|reviewed|Hemoglobin subunit alpha-1/2|taxID:9552
PF00042	P21871|reviewed|Hemoglobin subunit alpha-A|taxID:8932
PF00042	P22431|reviewed|Globin CTP-III|taxID:7156
PF00042	P22740|reviewed|Hemoglobin subunit alpha-A|taxID:8838
PF00042	P22741|reviewed|Hemoglobin subunit alpha-A|taxID:9019
PF00042	P22742|reviewed|Hemoglobin subunit beta|taxID:9019
PF00042	P22743|reviewed|Hemoglobin subunit beta-2|taxID:35670
PF00042	P23016|reviewed|Hemoglobin subunit alpha|taxID:8216
PF00042	P23017|reviewed|Hemoglobin subunit beta-1|taxID:8216
PF00042	P23018|reviewed|Hemoglobin subunit beta-2|taxID:8216
PF00042	P23019|reviewed|Hemoglobin subunit alpha|taxID:9680
PF00042	P23020|reviewed|Hemoglobin subunit beta|taxID:9680
PF00042	P23216|reviewed|Globin, major polymeric component P1|taxID:6350
PF00042	P23244|reviewed|Anaerobic nitrite reductase HBII|taxID:3522
PF00042	P23600|reviewed|Hemoglobin subunit alpha-1/2|taxID:9666
PF00042	P23601|reviewed|Hemoglobin subunit alpha-1/2|taxID:9668
PF00042	P23602|reviewed|Hemoglobin subunit beta|taxID:9666
PF00042	P23740|reviewed|Hemoglobin subunit alpha|taxID:7897
PF00042	P23741|reviewed|Hemoglobin subunit beta|taxID:7897
PF00042	P24232|reviewed|Flavohemoprotein|taxID:83333
PF00042	P24291|reviewed|Hemoglobin subunit alpha|taxID:9371
PF00042	P24292|reviewed|Hemoglobin subunit beta|taxID:9371
PF00042	P24589|reviewed|Hemoglobin subunit alpha-A|taxID:93934
PF00042	P24659|reviewed|Hemoglobin subunit alpha-1/2|taxID:9411
PF00042	P24660|reviewed|Hemoglobin subunit beta|taxID:9411
PF00042	P25165|reviewed|Globin, minor|taxID:6556
PF00042	P26353|reviewed|Flavohemoprotein|taxID:99287
PF00042	P26914|reviewed|Extracellular globin|taxID:6271
PF00042	P26915|reviewed|Hemoglobin subunit alpha|taxID:9651
PF00042	P26916|reviewed|Hemoglobin subunit beta|taxID:9651
PF00042	P27199|reviewed|Leghemoglobin|taxID:3891
PF00042	P27613|reviewed|Globin-like host-protective antigen|taxID:6319
PF00042	P27992|reviewed|Leghemoglobin 6|taxID:3880
PF00042	P27993|reviewed|Leghemoglobin 1|taxID:3880
PF00042	P28010|reviewed|Leghemoglobin|taxID:3879
PF00042	P28316|reviewed|Extracellular globin|taxID:6253
PF00042	P28780|reviewed|Hemoglobin subunit alpha|taxID:13281
PF00042	P28781|reviewed|Hemoglobin subunit beta|taxID:13281
PF00042	P29242|reviewed|Globin CTT-VIIB-7|taxID:7156
PF00042	P29243|reviewed|Globin CTT-V|taxID:7156
PF00042	P29244|reviewed|Globin CTT-W|taxID:7156
PF00042	P29245|reviewed|Globin CTT-Z|taxID:7156
PF00042	P29287|reviewed|Globin|taxID:6508
PF00042	P29623|reviewed|Hemoglobin subunit alpha|taxID:8218
PF00042	P29624|reviewed|Hemoglobin subunit alpha-1|taxID:8210
PF00042	P29625|reviewed|Hemoglobin subunit beta|taxID:8218
PF00042	P29626|reviewed|Hemoglobin subunit beta-Y|taxID:10036
PF00042	P29627|reviewed|Hemoglobin subunit beta-Z|taxID:10036
PF00042	P29628|reviewed|Hemoglobin subunit beta|taxID:8210
PF00042	P30562|reviewed|Myoglobin|taxID:9719
PF00042	P30627|reviewed|Globin-like protein|taxID:6239
PF00042	P30892|reviewed|Hemoglobin subunit alpha-D|taxID:93934
PF00042	P30893|reviewed|Hemoglobin subunit beta|taxID:93934
PF00042	P31331|reviewed|Globin|taxID:1934731
PF00042	P32428|reviewed|Myoglobin|taxID:10060
PF00042	P33499|reviewed|Hemoglobin subunit delta|taxID:9508
PF00042	P39662|reviewed|Flavohemoprotein|taxID:381666
PF00042	P39676|reviewed|Flavohemoprotein|taxID:559292
PF00042	P40609|reviewed|Flavohemoprotein|taxID:223926
PF00042	P41260|reviewed|Hemoglobin-1|taxID:244486
PF00042	P41261|reviewed|Hemoglobin-2|taxID:244486
PF00042	P41262|reviewed|Hemoglobin-3|taxID:244486
PF00042	P41327|reviewed|Hemoglobin subunit alpha|taxID:13125
PF00042	P41328|reviewed|Hemoglobin subunit beta|taxID:13125
PF00042	P41329|reviewed|Hemoglobin subunit alpha-1|taxID:30584
PF00042	P41330|reviewed|Hemoglobin subunit alpha-2|taxID:30584
PF00042	P41331|reviewed|Hemoglobin subunit alpha|taxID:31162
PF00042	P41332|reviewed|Hemoglobin subunit beta|taxID:31162
PF00042	P42511|reviewed|Leghemoglobin|taxID:28957
PF00042	P45718|reviewed|Hemoglobin subunit alpha-1|taxID:35730
PF00042	P45719|reviewed|Hemoglobin subunit alpha-2|taxID:35730
PF00042	P45720|reviewed|Hemoglobin subunit beta-1/2|taxID:35730
PF00042	P45721|reviewed|Hemoglobin subunit beta-C|taxID:35730
PF00042	P45722|reviewed|Hemoglobin subunit beta-C|taxID:40690
PF00042	P49672|reviewed|Myoglobin|taxID:6253
PF00042	P49852|reviewed|Flavohemoprotein|taxID:224308
PF00042	P51438|reviewed|Hemoglobin subunit epsilon|taxID:9507
PF00042	P51440|reviewed|Hemoglobin subunit epsilon|taxID:9519
PF00042	P51441|reviewed|Hemoglobin subunit epsilon|taxID:30588
PF00042	P51442|reviewed|Hemoglobin subunit epsilon|taxID:30598
PF00042	P51443|reviewed|Hemoglobin subunit epsilon|taxID:30586
PF00042	P51465|reviewed|Hemoglobin subunit alpha-B|taxID:8400
PF00042	P51535|reviewed|Myoglobin|taxID:27835
PF00042	P51536|reviewed|Globin, cuticular isoform|taxID:27835
PF00042	P53857|reviewed|Uncharacterized globin-like protein YNL234W|taxID:559292
PF00042	P55267|reviewed|Hemoglobin subunit alpha-C|taxID:8400
PF00042	P56208|reviewed|Myoglobin|taxID:8467
PF00042	P56250|reviewed|Hemoglobin subunit alpha|taxID:59837
PF00042	P56251|reviewed|Hemoglobin subunit beta|taxID:59837
PF00042	P56285|reviewed|Hemoglobin subunit gamma|taxID:9503
PF00042	P56691|reviewed|Hemoglobin subunit alpha|taxID:2704970
PF00042	P56692|reviewed|Hemoglobin subunit beta|taxID:2704970
PF00042	P59742|reviewed|Neuroglobin-1|taxID:8022
PF00042	P59743|reviewed|Neuroglobin-2|taxID:8022
PF00042	P60523|reviewed|Hemoglobin subunit alpha|taxID:68728
PF00042	P60524|reviewed|Hemoglobin subunit beta|taxID:9615
PF00042	P60525|reviewed|Hemoglobin subunit beta|taxID:9614
PF00042	P60526|reviewed|Hemoglobin subunit beta|taxID:68728
PF00042	P60529|reviewed|Hemoglobin subunit alpha|taxID:9615
PF00042	P60530|reviewed|Hemoglobin subunit alpha|taxID:9614
PF00042	P61772|reviewed|Hemoglobin subunit delta|taxID:9598
PF00042	P61773|reviewed|Hemoglobin subunit delta|taxID:9595
PF00042	P61774|reviewed|Hemoglobin subunit delta|taxID:9580
PF00042	P61775|reviewed|Hemoglobin subunit delta|taxID:9600
PF00042	P61920|reviewed|Hemoglobin subunit gamma-1|taxID:9598
PF00042	P61921|reviewed|Hemoglobin subunit gamma-2|taxID:9598
PF00042	P61947|reviewed|Hemoglobin subunit gamma-1|taxID:9580
PF00042	P61948|reviewed|Hemoglobin subunit gamma-2|taxID:9580
PF00042	P62363|reviewed|Hemoglobin subunit alpha-2|taxID:8210
PF00042	P62387|reviewed|Hemoglobin subunit alpha-2|taxID:202063
PF00042	P62734|reviewed|Myoglobin|taxID:9579
PF00042	P62735|reviewed|Myoglobin|taxID:9590
PF00042	P62741|reviewed|Hemoglobin subunit gamma-1|taxID:9595
PF00042	P62742|reviewed|Hemoglobin subunit gamma-2|taxID:9595
PF00042	P63105|reviewed|Hemoglobin subunit alpha|taxID:9837
PF00042	P63106|reviewed|Hemoglobin subunit alpha|taxID:9838
PF00042	P63107|reviewed|Hemoglobin subunit alpha|taxID:9543
PF00042	P63108|reviewed|Hemoglobin subunit alpha|taxID:9544
PF00042	P63109|reviewed|Hemoglobin subunit alpha|taxID:9690
PF00042	P63110|reviewed|Hemoglobin subunit alpha|taxID:9692
PF00042	P63111|reviewed|Hemoglobin subunit alpha|taxID:9555
PF00042	P63112|reviewed|Hemoglobin subunit alpha|taxID:9556
PF00042	P63113|reviewed|Myoglobin|taxID:9615
PF00042	P63114|reviewed|Myoglobin|taxID:9624
PF00042	P67815|reviewed|Hemoglobin subunit alpha|taxID:9840
PF00042	P67816|reviewed|Hemoglobin subunit alpha|taxID:30538
PF00042	P67817|reviewed|Hemoglobin subunit alpha|taxID:9509
PF00042	P67818|reviewed|Hemoglobin subunit alpha|taxID:9490
PF00042	P67819|reviewed|Hemoglobin subunit beta|taxID:30520
PF00042	P67820|reviewed|Hemoglobin subunit beta|taxID:89462
